1872f0c1-740d-46f7-a626-05c75a288647.html,https://www.nytimes.com/
ab4e7ab8-3285-47e4-9cb2-344b153b0bee.html,https://www.nytimes.com/video/movies/100000004929943/this-weeks-movies-feb-17-2017.html
1cc0de5c-32ac-479b-903e-361414a94c23.html,https://www.nytimes.com/video/us/politics/100000004881605/family-conversations-on-trump.html
f26e963d-67aa-4ce4-ba6b-bea3114d9f6f.html,https://www.nytimes.com/video/world/australia/100000004903948/on-manus-island-uncertainty-from-trump.html
c910fc16-090b-4144-b3b2-68ed57637856.html,https://www.nytimes.com/content/help/rights/terms/terms-of-service.html
99f30e9c-d6ff-4647-94f0-3f9297a1535c.html,https://www.nytimes.com/video/opinion/100000004882589/ten-meter-tower.html
388523cd-7ce0-406e-8d0a-323d0820313b.html,https://www.nytimes.com/video/us/100000004859799/the-rise-of-body-cameras.html
2a307c24-fa99-46cf-adc3-70baf6fd2fa3.html,https://www.nytimes.com/content/help/rights/sale/terms-of-sale.html
20e83d22-02bd-4907-9ce8-4fb2259bf15b.html,https://www.nytimes.com/video/business/100000004891277/the-bees-that-give-you-almonds.html
49fba99a-5222-4976-8960-2e5b25c5d51e.html,https://www.nytimes.com/video/opinion/100000004674545/41-miles.html
b9fc00f8-57f6-4462-af4c-c58ce30b40ee.html,https://www.nytimes.com/video/us/politics/100000004931482/flynn-resigns-national-security-adviser-trump.html
1c5e016c-121f-44b0-a218-a3aff14ac0da.html,https://www.nytimes.com/video/arts/design/100000004929131/basquiat-before-he-was-famous.html
8c2ba9d1-fa94-4e62-b953-57df32b71218.html,https://www.nytimes.com/video/us/politics/100000004938795/trumps-testy-response-to-jewish-reporter.html
89cb5213-86b5-487b-832e-45c0f56e2c50.html,https://www.nytimes.com/video/us/politics/100000004901825/fact-check-trumps-immigration-order.html
9c778acf-560c-4e14-b672-4549f6a8e763.html,https://www.nytimes.com/video/arts/music/100000004898957/bad-and-boujee-migos.html
34daafc6-b79d-4bd0-af5d-d4b6334470b8.html,https://www.nytimes.com/video/opinion/100000004683722/the-forger.html
722e647d-8c63-4859-8de7-6deef1f0313f.html,https://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html
e4968809-8815-4ddd-9441-6c434887d8c6.html,https://www.nytimes.com/video/travel/100000004863661/52-places-to-go-madagascar.html
29d8cfea-38d1-4d86-bfd2-f813ec9a6529.html,https://www.nytimes.com/content/help/front.html
ec7b8fb6-a692-452e-9cae-714e4fc8cefd.html,https://www.nytimes.com/content/help/rights/copyright/copyright-notice.html
2b2a15c0-d1ea-429d-a2f8-8cbe06092932.html,https://www.nytimes.com/services/xml/rss/index.html
44244fb7-08d5-4b60-8c37-765dfd0b5d77.html,https://www.nytimes.com/video/us/politics/100000004937194/trump-labor-secretary.html
241d8adb-7d13-45e5-9cf3-49d34955db5e.html,https://www.nytimes.com/store/collectibles.html
ba8cacd1-9535-4270-8e26-77120ee6ce27.html,https://www.nytimes.com/store/art/paintings-prints/maritime-fine-art-prints.html
30cfbb21-1b72-4b97-82f7-cce6c8e6d2b1.html,https://www.nytimes.com/store/gifts/wedding-gifts.html
a82b3c63-7acf-44d9-b6f8-6a3b89b3aa46.html,https://www.nytimes.com/store/personalized/home.html
b92647a2-a965-4e9a-8842-41ee2a65e458.html,https://www.nytimes.com/store/gifts/gifts-for-mom.html
c928a440-7d4b-49c8-8d72-95ee1b2aa00b.html,https://www.nytimes.com/store/sports/autographed.html
c1c0fbea-12b2-4fe2-9b31-29a29a4f4504.html,https://www.nytimes.com/store/new-york-times-page-reprints.html
b9753491-a38f-48a5-85ba-a40efb27a501.html,https://www.nytimes.com/store/corporate-gifts/
9d6e04fd-0e43-48f8-bed6-40dc70934e0f.html,https://www.nytimes.com/store/collectibles/unique-clocks/contemporary-mantel-clocks.html
b9e6107b-185d-447c-9f1f-932896966169.html,https://www.nytimes.com/store/photos/best-photography-for-sale/the-new-york-public-library.html
3904fc10-1706-4782-a8cc-8c8bd74d4292.html,https://www.nytimes.com/store/sale/sports.html
e5df3f7f-f4c0-42f1-bbce-a0c1e903dc8a.html,https://www.nytimes.com/store/photos/new-york-city.html
7b1bd167-32ba-49ad-a12d-76cde714b36e.html,https://www.nytimes.com/store/gifts/birthday-gift-ideas.html
